DECADE,IMPORTANCE,TEAM LIST,DESCRIPTION,YEAR,TYPE,STATUS,TYPOLOGY_01,REM?,TEAM_01,TEAM_02,TEAM_03,TEAM_04,TEAM_05,TEAM_06,TEAM_07,TEAM_08,TEAM_09,TEAM_10,TEAM_11,TEAM_12,TEAM_13,TEAM_14,TEAM_15,TEAM_16,TEAM_17,TEAM_18,TEAM_19,TEAM_20,TEAM_21,TEAM_22,TEAM_23,TEAM_24,TEAM_25,TEAM_26,TEAM_27,TEAM_28,TEAM_29,TEAM_30,TEAM_31,TEAM_32,TEAM_33,TEAM_34,TEAM_35,TEAM_36,TEAM_37,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,BRANCH KEY,KEY LIST,KEY TOTAL
1980s,0.0,"['Kees Christiaanse', 'Xaveer de Geyter', 'Cor van der Hout', 'Gregor Mescherowsky', 'Alexander Nowotny', 'Luc Reuse', 'Jeroen Thomas', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Netherlands Architecture Institute,1988,Project,Competition,Museum / Gallery,True,Kees Christiaanse,Xaveer de Geyter,Cor van der Hout,Gregor Mescherowsky,Alexander Nowotny,Luc Reuse,Jeroen Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xaveer de Geyter,Projects-07,20
1980s,0.0,"['Elizabeth Alford', 'Xaveer de Geyter', 'Kyoko Hoshino', 'Winy Maas', 'Vince Scarano', 'Ron Steiner', 'Yushi Uehara', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Stad aan de Stroom,1989,Project,Commissioned Study,Masterplan,True,Elizabeth Alford,Xaveer de Geyter,Kyoko Hoshino,Winy Maas,Vince Scarano,Ron Steiner,Yushi Uehara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xaveer de Geyter,Projects-07,20
1980s,0.0,"['Christophe Cornubert', 'Xaveer de Geyter', 'Georges Heintz', 'Ramon Klein', 'Heike Lohmann', 'Ron Steiner', 'Yushi Uehara', 'Alex Wall', 'Art Zaaijer', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Très Grande Bibliothèque,1989,Project,Competition,Library,True,Christophe Cornubert,Xaveer de Geyter,Georges Heintz,Ramon Klein,Heike Lohmann,Ron Steiner,Yushi Uehara,Alex Wall,Art Zaaijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xaveer de Geyter,Projects-07,20
1980s,0.0,"['Eric van Daele', 'Xaveer de Geyter', 'Jaap van Heest', 'Ramon Klein', 'Wim Kloosterboer', 'Maartje Lammers', 'Luc Reuse', 'Ron Steiner', 'Yushi Uehara', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Zeebrugge Sea Terminal,1989,Project,Competition,Infrastructure,True,Eric van Daele,Xaveer de Geyter,Jaap van Heest,Ramon Klein,Wim Kloosterboer,Maartje Lammers,Luc Reuse,Ron Steiner,Yushi Uehara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xaveer de Geyter,Projects-07,20
1980s,0.0,"['Christian Basset', 'Frans Blok', 'Gro Bonesmo', 'Eric Carlson', 'Ruud Cobussen', 'Christophe Cornubert', 'Rients Dijkstra', 'Christine Enzmann', 'Xaveer de Geyter', 'Marion Goerdt', 'Georges Heintz', 'Kyoko Hoshino', 'Wim Kloosterboer', 'Maartje Lammers', 'Heike Lohmann', 'Jacob van Rijs', 'Mark Schendel', 'Ron Steiner', 'Jeroen Thomas', 'Alex Wall', 'Laura Weeber', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Zentrum fur Kunst und Medientechnologie,1989,Project,Competition,Museum / Gallery,True,Christian Basset,Frans Blok,Gro Bonesmo,Eric Carlson,Ruud Cobussen,Christophe Cornubert,Rients Dijkstra,Christine Enzmann,Xaveer de Geyter,Marion Goerdt,Georges Heintz,Kyoko Hoshino,Wim Kloosterboer,Maartje Lammers,Heike Lohmann,Jacob van Rijs,Mark Schendel,Ron Steiner,Jeroen Thomas,Alex Wall,Laura Weeber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xaveer de Geyter,Projects-07,20
1990s,0.0,"['Elizabeth Alford', 'Xaveer de Geyter', 'Winy Maas', 'Ray Maggiore', 'Vince Scarano', 'Ron Steiner', 'Yushi Uehara', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Agadir Convention Centre,1990,Project,Competition,Theatre,True,Elizabeth Alford,Xaveer de Geyter,Winy Maas,Ray Maggiore,Vince Scarano,Ron Steiner,Yushi Uehara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xaveer de Geyter,Projects-07,20
1990s,0.0,"['Udo Garritzmann', 'Xaveer de Geyter', 'Douglas Grieco', 'Shin-ichi Kanefuji', 'Winy Maas', 'Farshid Moussavi', 'Chidi Onwuka', 'Alejandro Zaera Polo', 'Sara Whiting', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Mission Grand Axe,1991,Project,Competition,Masterplan,True,Udo Garritzmann,Xaveer de Geyter,Douglas Grieco,Shin-ichi Kanefuji,Winy Maas,Farshid Moussavi,Chidi Onwuka,Alejandro Zaera Polo,Sara Whiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xaveer de Geyter,Projects-07,20
1990s,0.333333333333,"['Xaveer de Geyter', 'Jaap van Heest', 'Fuminori Hoshino', 'Leo van Immerzeel', 'Shin-ichi Kanefuji', 'Ramon Klein', 'Maartje Lammers', 'Marc Peeters', 'Ron Steiner', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Nexus World Housing,1991,Project,Completed,Residential,True,Xaveer de Geyter,Jaap van Heest,Fuminori Hoshino,Leo van Immerzeel,Shin-ichi Kanefuji,Ramon Klein,Maartje Lammers,Marc Peeters,Ron Steiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xaveer de Geyter,Projects-07,20
1990s,0.333333333333,"['Xaveer de Geyter', 'Jeroen Thomas', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Villa dall'Ava,1991,Project,Completed,Residential,True,Xaveer de Geyter,Jeroen Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xaveer de Geyter,Projects-07,20
1990s,0.0,"['Hernando Arrazola', 'Siebe Bakker', 'Gary Bates', 'Gro Bonesmo', 'Christophe Cornubert', 'Xaveer de Geyter', 'Arjen de Groot', 'Rene Heijne', 'Jerry Kopare', 'Markus L\xc3\xbcscher', 'Peter Oudshoorn', 'Jacob van Rijs', 'Markus R\xc3\xb6thlisberger', 'Roland Stuy', 'Yushi Uehara', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Jussieu – Two Libraries,1992,Project,Competition,Library,True,Hernando Arrazola,Siebe Bakker,Gary Bates,Gro Bonesmo,Christophe Cornubert,Xaveer de Geyter,Arjen de Groot,Rene Heijne,Jerry Kopare,Markus Lüscher,Peter Oudshoorn,Jacob van Rijs,Markus Röthlisberger,Roland Stuy,Yushi Uehara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xaveer de Geyter,Projects-07,20
1990s,0.0,"['Hernando Arrazola', 'Frans Blok', 'Nick Dragna', 'Christine Enzmann', 'Xaveer de Geyter', 'Glenn de Groot', 'Arjen de Groot', 'Kyoko Hoshino', 'Francis Hsu', 'Markus L\xc3\xbcscher', 'Farshid Moussavi', 'Heidrun Reusch', 'Vincent de Rijk', 'Ron Steiner', 'Tom Tulloch', 'Wieland Vajen', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Stedelijk Museum,1992,Project,Competition,Museum / Gallery,True,Hernando Arrazola,Frans Blok,Nick Dragna,Christine Enzmann,Xaveer de Geyter,Glenn de Groot,Arjen de Groot,Kyoko Hoshino,Francis Hsu,Markus Lüscher,Farshid Moussavi,Heidrun Reusch,Vincent de Rijk,Ron Steiner,Tom Tulloch,Wieland Vajen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xaveer de Geyter,Projects-07,20
1990s,0.0,"['Gro Bonesmo', 'Udo Garritzmann', 'Xaveer de Geyter', 'Arjen de Groot', 'Tom Hage', 'Fuminori Hoshino', 'Bas Suijkerbuijk', 'Tom Tulloch', 'Luc Veeger', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Hypobank,1994,Project,Design Development,Office,True,Gro Bonesmo,Udo Garritzmann,Xaveer de Geyter,Arjen de Groot,Tom Hage,Fuminori Hoshino,Bas Suijkerbuijk,Tom Tulloch,Luc Veeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xaveer de Geyter,Projects-07,20
2000s,0.333333333333,"['Piet Eckert', 'Udo Garritzmann', 'Govert Gerritsen', 'Xaveer de Geyter', 'Christina Machynia', 'Michel Melenhorst', 'Sanna Schuiling', 'Enno Stemerdink', 'Catherine Thiebaut', 'Jeroen Thomas', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Breda Chassé Campus,2000,Project,Completed,Masterplan,True,Piet Eckert,Udo Garritzmann,Govert Gerritsen,Xaveer de Geyter,Christina Machynia,Michel Melenhorst,Sanna Schuiling,Enno Stemerdink,Catherine Thiebaut,Jeroen Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xaveer de Geyter,Projects-07,20
1990s,0.0,"['Floris Alkemade', 'Frans Blok', 'Christophe Cornubert', 'Anne Mie Depuydt', 'Christine Enzmann', 'Winy Maas', 'Farshid Moussavi', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Zac Danton,1991,Project,Design Development,Office,True,Floris Alkemade,Frans Blok,Christophe Cornubert,Anne Mie Depuydt,Christine Enzmann,Winy Maas,Farshid Moussavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floris Alkemade,Projects-08,19
1990s,0.333333333333,"['Floris Alkemade', 'Donald van Dansik', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Euralille,1994,Project,Completed,Masterplan,True,Floris Alkemade,Donald van Dansik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floris Alkemade,Projects-08,19
1990s,0.0,"['Floris Alkemade', 'Hernando Arrazola', 'Gary Bates', 'Petra Blaisse', 'Gro Bonesmo', 'John Dehart', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Miami Performing Arts Center,1994,Project,Competition,Theatre,True,Floris Alkemade,Hernando Arrazola,Gary Bates,Petra Blaisse,Gro Bonesmo,John Dehart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floris Alkemade,Projects-08,19
1990s,0.0,"['Floris Alkemade', 'Frans Blok', 'Gro Bonesmo', 'Abigail Hopkins', 'Dan Wood', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Tate Modern,1994,Project,Competition,Museum / Gallery,True,Floris Alkemade,Frans Blok,Gro Bonesmo,Abigail Hopkins,Dan Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floris Alkemade,Projects-08,19
1990s,0.0,"['Floris Alkemade', 'Mathias Bauer', 'Frans Blok', 'Gro Bonesmo', 'Emanuelle Champalle', 'Minsuk Cho', 'Hans Cool', 'Christophe Cornubert', 'Vincent Coste', 'Otto Driesden', 'Chris van Duijn', 'Sarah Dun', 'Anthony Fontenot', 'Bill Gaskins', 'Wilfried Hackenbroich', 'Machteld Hendricks', 'Reiner Hermes', 'Matthias Hollwich', 'Andreas Huhn', 'Alex Karcher', 'Anna Kling', 'Niko Knebel', 'Christine Machynia', 'Jose Molmans', 'Sophie Morgense', 'Simone Nagel', 'Oleg Nikolaevski', 'Philip Oswalt', 'Rinske van Ramshorst', 'Joshua Ramus', 'Ole Scheeren', 'Sandra Schneider-Marfels', 'Charlotte Senly', 'Dan Wood', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",MCA Masterplan,1995,Project,Design Development,Masterplan,True,Floris Alkemade,Mathias Bauer,Frans Blok,Gro Bonesmo,Emanuelle Champalle,Minsuk Cho,Hans Cool,Christophe Cornubert,Vincent Coste,Otto Driesden,Chris van Duijn,Sarah Dun,Anthony Fontenot,Bill Gaskins,Wilfried Hackenbroich,Machteld Hendricks,Reiner Hermes,Matthias Hollwich,Andreas Huhn,Alex Karcher,Anna Kling,Niko Knebel,Christine Machynia,Jose Molmans,Sophie Morgense,Simone Nagel,Oleg Nikolaevski,Philip Oswalt,Rinske van Ramshorst,Joshua Ramus,Ole Scheeren,Sandra Schneider-Marfels,Charlotte Senly,Dan Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floris Alkemade,Projects-08,19
1990s,0.0,"['Floris Alkemade', 'Tom Bergevoet', 'Frans Blok', 'Gro Bonesmo', 'Catherine Lassen', 'Christos Marcopoulos', 'Ole Scheeren', 'Sanna Schuiling', 'Enno Stemerding', 'Jeroen Thomas', 'Dan Wood', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Luxor Theatre,1996,Project,Competition,Theatre,True,Floris Alkemade,Tom Bergevoet,Frans Blok,Gro Bonesmo,Catherine Lassen,Christos Marcopoulos,Ole Scheeren,Sanna Schuiling,Enno Stemerding,Jeroen Thomas,Dan Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floris Alkemade,Projects-08,19
1990s,0.333333333333,"['Floris Alkemade', 'Gary Bates', 'Frans Blok', 'Gro Bonesmo', 'Xavier Calder\xc3\xb3n', 'Minsuk Cho', 'Thorsten Deckler', 'Sarah Dun', 'Wilfried Hackenbroich', 'Kohei Kashimoto', 'Mike Magner', 'Oleg Nikolaevski', 'Domenico Raimondo', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Togok Towers,1996,Project,Commissioned Study,Mixed use,True,Floris Alkemade,Gary Bates,Frans Blok,Gro Bonesmo,Xavier Calderón,Minsuk Cho,Thorsten Deckler,Sarah Dun,Wilfried Hackenbroich,Kohei Kashimoto,Mike Magner,Oleg Nikolaevski,Domenico Raimondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floris Alkemade,Projects-08,19
